"","id","lang","purpose"
"355","s2659","eng","To see how people interpret different situations regarding a ""luck of the draw"" type basis"
"356","s2660","eng","Memory and attention to detail "
"357","s2662","eng","To figure out perception and reality based thinking and the ideology behind perceptions"
"358","s2666","eng","I think the purpose of the study was to examine how people interpret language."
"359","s2667","eng","To see how certain situations stimulates certain words to be used or prefered"
"360","s2668","eng","I think the purpose of the study is to observe people's perceptions of different scenarios based on how they are worded/presented. "
"361","s2670","eng","i was not sure what the purpose of the study was."
"362","s2671","eng","To be able to identify whether people believe things happen by chance or wit."
"363","s2672","eng","To see how well someone adapts to something. "
"364","s2676","eng","Maybe to evaluate the difference between believing and knowing.  Since these individuals are bystanders, they can never truly know whether something is true or not unless they personally experience it."
"365","s2679","eng","To see how people make decisions based off what they know."
"366","s2680","eng","supposedly it is about language. But I feel like the purpose might have something to do with pessimism vs. optimism. "
"367","s2681","eng","to see how some people think they know something but they dont have all the information"
"368","s2682","eng","I think the purpose of the study is to determine what participants think knowing is versus believing, even if what they think they know is wrong."
"369","s2683","eng","I am not exactly sure what the purpose of the study is. It might be about how we answer the questions, and what we think is happening in the readings. And if we think the person is right or wrong, or what is actually happening "
"370","s2689","eng","to understand how language can be manipulated by context"
"371","s2690","eng","to see how long it takes for the participant to fully adjust to the questions and measuring accuracy of the questions answered"
"372","s2691","eng","Believing things are real when they are not."
"373","s2698","eng","To see how people comprehend or view sentences that can have more than one meaning."
"374","s2699","eng","To see how well I understood what I read, based on how much I paid attention."
"375","s2700","eng","to decipher how people feel when different terms of language are used"
"376","s2701","eng","to see how the phrasing of language effects a person's perspective on each scenario. "
"377","s2702","eng","To see how different people judge other's decisions "
"378","s2703","eng","to understand others perceptions based on reading a passage"
"379","s2704","eng","I think that the purpose of this study was to see how we can do mindless tasks that most people in college would not find challenging. "
"380","s2705","eng","to distinguish how people understand the difference between ""only believes"" and ""knows"""
"381","s2707","eng","I think the purpose of the study was to analyze how people interpret language differently."
"382","s2721","eng","In my opinion, the purpose of this study is to show the possible inabilities and abilities but also, to show that there is always false points in a what a person thinks they really know.  "
"383","s2722","eng","I think the purpose of this study was to measure our attention to detail."
"384","s2723","eng","I believe that the purpose of the study was to see how people perceive decisions based on circumstances and knowing both sides of the story. "
"385","s2727","eng","To address the ability to distinguish scenarios of intuition versus random chance. Or to see how much individuals pay attention to detail to appropriately respond when asked certain questions."
"386","s2729","eng","To evaluate people and what they know versus what they think they know but they could still be wrong. "
"387","s2730","eng","to find out about how the people in the stories got their answers "
"388","s2731","eng","To shed light on how people view beliefs versus knowledge."
"389","s2756","eng","how wording different stories impacts how we perceive the information or understand what is happening. "
"390","s2757","eng","To see how people perceive language differently."
"391","s2758","eng","to see how confident people were in their abilities to answer questions about readings. "
"392","s2759","eng","To judge peoples opinions on luck or ability."
"393","s2760","eng","To see how we view peoples decision making and if they are just in thinking they way they do. "
"394","s2761","eng","maybe about whether we are confident in our decision making "
"395","s2762","eng","distinguish our ability from good/bad luck when making decisions"
"396","s2763","eng","To see how we can take information and understand it"
"397","s2764","eng","To see if people are more inclined to believe that a person knew things because of their good luck or ability of knowing them."
"398","s2765","eng","I'm not sure"
"399","s2766","eng","np idea"
"400","s2771","eng","To see if one's level of expertise will determine whether or not someone believes them"
"401","s2836","eng","maybe to understand how the wording of the scenarios affect our answers."
"402","s2837","eng","The purpose of the study may have been to assess false information."
"403","s2839","eng","To test how a person responds to information given where the right answer may or may not be known."
"404","s2840","eng","To see what people view as luck vs ability in different situations"
"405","s2845","eng","to differ between actual knowing and instinct of thinking you know"
"406","s2846","eng","To see how choosing real or fake objects can make observers' perceptions different of the situation"
"407","s2848","eng","The purpose of the study could have been to acknowledge differences in perception."
"408","s2849","eng","I think the purpose of the study was to show people's confirmation bias in their attempt to tell what something actually is without full knowledge."
"409","s2850","eng","to describe how people think and their reasoning behind it. "
"410","s2851","eng","To see the difference of opinion vs. fact"
"411","s2852","eng","To decipher peoples confidence levels/trust and how it affects their outlook on life"
"412","s2853","eng","to figure out how people view different situations as correct/incorrect"
"413","s2855","eng","To see how the language/wording of a specific passage affects the reader's comprehension of it"
"414","s2858","eng","To test your knowledge of what you read and apply it the questions given to you based on the person in the situation."
"415","s2860","eng","No"
"416","s2861","eng","To observe how students read and respond to different scenarios when it comes to the use of language."
