"","luck_vas_combined","vignette","id","person_code","comp","age","gender2","education","cond","luck_vas_combined_source"
"703","Ability","Emma","q_turk_R_1NtqVfxWGpDtxw3","adaccbbc254a881db6c19b3224887bcc","Yes",24,"male",12,"Ignorance","VAS"
"704","Ability","Darrel","q_turk_R_1NtqVfxWGpDtxw3","adaccbbc254a881db6c19b3224887bcc","Yes",24,"male",12,"Knowledge","VAS"
"712","Luck","Darrel","q_turk_R_1obSJd8LMmMEl8o","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Gettier","VAS"
"713","Luck","Gerald","q_turk_R_1obSJd8LMmMEl8o","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Ignorance","VAS"
"714","Luck","Emma","q_turk_R_1obSJd8LMmMEl8o","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Knowledge","VAS"
"716","Luck","Darrel","q_turk_R_1OCuCeL2vV5p1nT","adaccbbc254a881db6c19b3224887bcc","Yes",57,"female",15,"Gettier","VAS"
"717","Ability","Gerald","q_turk_R_1OCuCeL2vV5p1nT","adaccbbc254a881db6c19b3224887bcc","Yes",57,"female",15,"Ignorance","VAS"
"718","Ability","Darrel","q_turk_R_1odxfD8fdoSmw7h","adaccbbc254a881db6c19b3224887bcc","Yes",46,"male",14,"Knowledge","VAS"
"719","Luck","Gerald","q_turk_R_1odxfD8fdoSmw7h","adaccbbc254a881db6c19b3224887bcc","Yes",46,"male",14,"Gettier","VAS"
"720","Ability","Emma","q_turk_R_1odxfD8fdoSmw7h","adaccbbc254a881db6c19b3224887bcc","Yes",46,"male",14,"Ignorance","VAS"
"722","Luck","Darrel","q_turk_R_1oEYXxP585pvRXJ","adaccbbc254a881db6c19b3224887bcc","Yes",34,"female",14,"Ignorance","VAS"
"725","Ability","Gerald","q_turk_R_1ohadfS6uhw4JtA","adaccbbc254a881db6c19b3224887bcc","Yes",30,"male",15,"Knowledge","VAS"
"726","Ability","Emma","q_turk_R_1ohadfS6uhw4JtA","adaccbbc254a881db6c19b3224887bcc","Yes",30,"male",15,"Gettier","VAS"
"730","Ability","Emma","q_turk_R_1OkPYX6saNKeDiB","adaccbbc254a881db6c19b3224887bcc","Yes",33,"female",14,"Ignorance","VAS"
"731","Ability","Darrel","q_turk_R_1OkPYX6saNKeDiB","adaccbbc254a881db6c19b3224887bcc","Yes",33,"female",14,"Knowledge","VAS"
"732","Ability","Gerald","q_turk_R_1OkPYX6saNKeDiB","adaccbbc254a881db6c19b3224887bcc","Yes",33,"female",14,"Gettier","VAS"
"733","Luck","Gerald","q_turk_R_1OOb5HfmPrHZ6Ol","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",18,"Gettier","VAS"
"734","Luck","Darrel","q_turk_R_1OOb5HfmPrHZ6Ol","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",18,"Ignorance","VAS"
"735","Luck","Emma","q_turk_R_1OOb5HfmPrHZ6Ol","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",18,"Knowledge","VAS"
"736","Luck","Gerald","q_turk_R_1OQexJRFsaEugvg","adaccbbc254a881db6c19b3224887bcc","Yes",52,"male",14,"Gettier","VAS"
"737","Luck","Darrel","q_turk_R_1OQexJRFsaEugvg","adaccbbc254a881db6c19b3224887bcc","Yes",52,"male",14,"Knowledge","VAS"
"738","Ability","Emma","q_turk_R_1OQexJRFsaEugvg","adaccbbc254a881db6c19b3224887bcc","Yes",52,"male",14,"Ignorance","VAS"
"742","Ability","Gerald","q_turk_R_1OZBg7HXqjltIaj","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Gettier","VAS"
"744","Ability","Emma","q_turk_R_1OZBg7HXqjltIaj","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Knowledge","VAS"
"745","Ability","Emma","q_turk_R_1PdvK06huUS4dgl","adaccbbc254a881db6c19b3224887bcc","Yes",27,"male",17,"Knowledge","VAS"
"747","Luck","Darrel","q_turk_R_1PdvK06huUS4dgl","adaccbbc254a881db6c19b3224887bcc","Yes",27,"male",17,"Gettier","VAS"
"748","Luck","Gerald","q_turk_R_1pGzcjRR9IZPGuS","adaccbbc254a881db6c19b3224887bcc","Yes",25,"female",14,"Knowledge","VAS"
"749","Ability","Darrel","q_turk_R_1pGzcjRR9IZPGuS","adaccbbc254a881db6c19b3224887bcc","Yes",25,"female",14,"Ignorance","VAS"
"750","Luck","Emma","q_turk_R_1pGzcjRR9IZPGuS","adaccbbc254a881db6c19b3224887bcc","Yes",25,"female",14,"Gettier","VAS"
"754","Luck","Darrel","q_turk_R_1Q4sE9EL2XUmEi5","adaccbbc254a881db6c19b3224887bcc","Yes",43,"male",14,"Gettier","VAS"
"755","Luck","Emma","q_turk_R_1Q4sE9EL2XUmEi5","adaccbbc254a881db6c19b3224887bcc","Yes",43,"male",14,"Knowledge","VAS"
"756","Luck","Gerald","q_turk_R_1Q4sE9EL2XUmEi5","adaccbbc254a881db6c19b3224887bcc","Yes",43,"male",14,"Ignorance","VAS"
"757","Ability","Darrel","q_turk_R_1Q5BaraySaeasX0","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",15,"Gettier","VAS"
"759","Ability","Emma","q_turk_R_1Q5BaraySaeasX0","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",15,"Ignorance","VAS"
"760","Ability","Darrel","q_turk_R_1QFsau8H4NrTE3O","adaccbbc254a881db6c19b3224887bcc","Yes",31,"male",12,"Ignorance","VAS"
"762","Luck","Emma","q_turk_R_1QFsau8H4NrTE3O","adaccbbc254a881db6c19b3224887bcc","Yes",31,"male",12,"Gettier","VAS"
"763","Luck","Darrel","q_turk_R_1QGfc8aoig3KRc9","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Ignorance","VAS"
"764","Ability","Emma","q_turk_R_1QGfc8aoig3KRc9","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Gettier","VAS"
"772","Ability","Darrel","q_turk_R_1rc6DoxnmMvgTsa","adaccbbc254a881db6c19b3224887bcc","Yes",49,"female",15,"Gettier","VAS"
"778","Ability","Darrel","q_turk_R_1rf9jQfyVBI4Exv","adaccbbc254a881db6c19b3224887bcc","Yes",29,"female",15,"Knowledge","VAS"
"779","Ability","Emma","q_turk_R_1rf9jQfyVBI4Exv","adaccbbc254a881db6c19b3224887bcc","Yes",29,"female",15,"Ignorance","VAS"
"780","Luck","Gerald","q_turk_R_1rf9jQfyVBI4Exv","adaccbbc254a881db6c19b3224887bcc","Yes",29,"female",15,"Gettier","VAS"
"784","Luck","Gerald","q_turk_R_1Ump0SdYUn9egRr","adaccbbc254a881db6c19b3224887bcc","Yes",29,"male",15,"Gettier","VAS"
"785","Ability","Darrel","q_turk_R_1Ump0SdYUn9egRr","adaccbbc254a881db6c19b3224887bcc","Yes",29,"male",15,"Knowledge","VAS"
"786","Ability","Emma","q_turk_R_1Ump0SdYUn9egRr","adaccbbc254a881db6c19b3224887bcc","Yes",29,"male",15,"Ignorance","VAS"
"791","Ability","Darrel","q_turk_R_20N0cpDYc9Lgo0j","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",17,"Gettier","VAS"
"792","Ability","Gerald","q_turk_R_20N0cpDYc9Lgo0j","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",17,"Knowledge","VAS"
"794","Ability","Gerald","q_turk_R_20UMVtgRxBfXx8w","adaccbbc254a881db6c19b3224887bcc","Yes",36,"male",15,"Ignorance","VAS"
"795","Ability","Emma","q_turk_R_20UMVtgRxBfXx8w","adaccbbc254a881db6c19b3224887bcc","Yes",36,"male",15,"Knowledge","VAS"
"797","Ability","Darrel","q_turk_R_217oA0dQcCiyDAM","adaccbbc254a881db6c19b3224887bcc","Yes",27,"male",12,"Knowledge","VAS"
"799","Ability","Gerald","q_turk_R_21jqZFbhfVASkvw","adaccbbc254a881db6c19b3224887bcc","Yes",36,"female",14,"Ignorance","VAS"
"800","Ability","Emma","q_turk_R_21jqZFbhfVASkvw","adaccbbc254a881db6c19b3224887bcc","Yes",36,"female",14,"Gettier","VAS"
"801","Ability","Darrel","q_turk_R_21jqZFbhfVASkvw","adaccbbc254a881db6c19b3224887bcc","Yes",36,"female",14,"Knowledge","VAS"
"802","Luck","Darrel","q_turk_R_21tukWTaoHauG71","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",14,"Gettier","VAS"
"803","Luck","Emma","q_turk_R_21tukWTaoHauG71","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",14,"Ignorance","VAS"
"804","Luck","Gerald","q_turk_R_21tukWTaoHauG71","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",14,"Knowledge","VAS"
"806","Ability","Darrel","q_turk_R_22Df9QxVUQOuOus","adaccbbc254a881db6c19b3224887bcc","Yes",63,"male",15,"Knowledge","VAS"
"807","Luck","Emma","q_turk_R_22Df9QxVUQOuOus","adaccbbc254a881db6c19b3224887bcc","Yes",63,"male",15,"Gettier","VAS"
"808","Luck","Gerald","q_turk_R_22JuKMSnoa6i9A1","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",15,"Knowledge","VAS"
"809","Luck","Emma","q_turk_R_22JuKMSnoa6i9A1","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",15,"Gettier","VAS"
"810","Luck","Darrel","q_turk_R_22JuKMSnoa6i9A1","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",15,"Ignorance","VAS"
"811","Luck","Emma","q_turk_R_22QccLe0sHCfkB6","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",14,"Gettier","VAS"
"812","Luck","Gerald","q_turk_R_22QccLe0sHCfkB6","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",14,"Knowledge","VAS"
"813","Luck","Darrel","q_turk_R_22QccLe0sHCfkB6","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",14,"Ignorance","VAS"
"814","Ability","Gerald","q_turk_R_2391iWdeAFlmxDZ","adaccbbc254a881db6c19b3224887bcc","Yes",62,"male",15,"Ignorance","VAS"
"815","Ability","Emma","q_turk_R_2391iWdeAFlmxDZ","adaccbbc254a881db6c19b3224887bcc","Yes",62,"male",15,"Knowledge","VAS"
"816","Ability","Darrel","q_turk_R_2391iWdeAFlmxDZ","adaccbbc254a881db6c19b3224887bcc","Yes",62,"male",15,"Gettier","VAS"
"817","Luck","Emma","q_turk_R_23d7nGXeFa6yu3N","adaccbbc254a881db6c19b3224887bcc","Yes",42,"female",15,"Gettier","VAS"
"818","Luck","Gerald","q_turk_R_23d7nGXeFa6yu3N","adaccbbc254a881db6c19b3224887bcc","Yes",42,"female",15,"Ignorance","VAS"
"819","Ability","Darrel","q_turk_R_23d7nGXeFa6yu3N","adaccbbc254a881db6c19b3224887bcc","Yes",42,"female",15,"Knowledge","VAS"
"820","Luck","Gerald","q_turk_R_24OFNw4JNssya9a","adaccbbc254a881db6c19b3224887bcc","Yes",54,"male",14,"Gettier","VAS"
"821","Luck","Emma","q_turk_R_24OFNw4JNssya9a","adaccbbc254a881db6c19b3224887bcc","Yes",54,"male",14,"Ignorance","VAS"
"822","Ability","Darrel","q_turk_R_24OFNw4JNssya9a","adaccbbc254a881db6c19b3224887bcc","Yes",54,"male",14,"Knowledge","VAS"
"823","Luck","Darrel","q_turk_R_24OQHBsfD0FsoNG","adaccbbc254a881db6c19b3224887bcc","Yes",23,"male",15,"Gettier","VAS"
"825","Luck","Emma","q_turk_R_24OQHBsfD0FsoNG","adaccbbc254a881db6c19b3224887bcc","Yes",23,"male",15,"Ignorance","VAS"
"832","Luck","Emma","q_turk_R_25Rr0dBG8C5lcsd","adaccbbc254a881db6c19b3224887bcc","Yes",52,"female",17,"Knowledge","VAS"
"833","Luck","Darrel","q_turk_R_25Rr0dBG8C5lcsd","adaccbbc254a881db6c19b3224887bcc","Yes",52,"female",17,"Ignorance","VAS"
"834","Ability","Gerald","q_turk_R_25Rr0dBG8C5lcsd","adaccbbc254a881db6c19b3224887bcc","Yes",52,"female",17,"Gettier","VAS"
"835","Ability","Gerald","q_turk_R_25ZsU3ld31zagyT","adaccbbc254a881db6c19b3224887bcc","Yes",34,"female",17,"Ignorance","VAS"
"836","Luck","Emma","q_turk_R_25ZsU3ld31zagyT","adaccbbc254a881db6c19b3224887bcc","Yes",34,"female",17,"Gettier","VAS"
"837","Ability","Darrel","q_turk_R_25ZsU3ld31zagyT","adaccbbc254a881db6c19b3224887bcc","Yes",34,"female",17,"Knowledge","VAS"
"838","Luck","Emma","q_turk_R_25zTkno4xzDKpDK","adaccbbc254a881db6c19b3224887bcc","Yes",38,"male",14,"Ignorance","VAS"
"839","Ability","Darrel","q_turk_R_25zTkno4xzDKpDK","adaccbbc254a881db6c19b3224887bcc","Yes",38,"male",14,"Gettier","VAS"
"840","Ability","Gerald","q_turk_R_25zTkno4xzDKpDK","adaccbbc254a881db6c19b3224887bcc","Yes",38,"male",14,"Knowledge","VAS"
"843","Ability","Emma","q_turk_R_263zHtnJAwiSymx","adaccbbc254a881db6c19b3224887bcc","Yes",45,"female",14,"Knowledge","VAS"
"844","Luck","Darrel","q_turk_R_277LxCI41OSOcjh","adaccbbc254a881db6c19b3224887bcc","Yes",48,"female",14,"Ignorance","VAS"
"845","Ability","Gerald","q_turk_R_277LxCI41OSOcjh","adaccbbc254a881db6c19b3224887bcc","Yes",48,"female",14,"Gettier","VAS"
"846","Ability","Emma","q_turk_R_277LxCI41OSOcjh","adaccbbc254a881db6c19b3224887bcc","Yes",48,"female",14,"Knowledge","VAS"
"847","Luck","Emma","q_turk_R_277n59QRvTM8Avd","adaccbbc254a881db6c19b3224887bcc","Yes",38,"female",15,"Ignorance","VAS"
"848","Luck","Gerald","q_turk_R_277n59QRvTM8Avd","adaccbbc254a881db6c19b3224887bcc","Yes",38,"female",15,"Gettier","VAS"
"849","Ability","Darrel","q_turk_R_277n59QRvTM8Avd","adaccbbc254a881db6c19b3224887bcc","Yes",38,"female",15,"Knowledge","VAS"
"850","Luck","Emma","q_turk_R_27aq6xZCEMQGxxM","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Gettier","VAS"
"852","Ability","Darrel","q_turk_R_27aq6xZCEMQGxxM","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Knowledge","VAS"
"856","Ability","Darrel","q_turk_R_27ysUbWulkxifu3","adaccbbc254a881db6c19b3224887bcc","Yes",35,"male",15,"Gettier","VAS"
"857","Ability","Emma","q_turk_R_27ysUbWulkxifu3","adaccbbc254a881db6c19b3224887bcc","Yes",35,"male",15,"Knowledge","VAS"
"858","Luck","Gerald","q_turk_R_27ysUbWulkxifu3","adaccbbc254a881db6c19b3224887bcc","Yes",35,"male",15,"Ignorance","VAS"
"865","Luck","Gerald","q_turk_R_2afaaYHRWAVXFmE","adaccbbc254a881db6c19b3224887bcc","Yes",50,"male",14,"Knowledge","VAS"
"866","Luck","Emma","q_turk_R_2afaaYHRWAVXFmE","adaccbbc254a881db6c19b3224887bcc","Yes",50,"male",14,"Gettier","VAS"
"867","Luck","Darrel","q_turk_R_2afaaYHRWAVXFmE","adaccbbc254a881db6c19b3224887bcc","Yes",50,"male",14,"Ignorance","VAS"
"868","Ability","Darrel","q_turk_R_2alxWoxDbXPVxFy","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Gettier","VAS"
"869","Luck","Emma","q_turk_R_2alxWoxDbXPVxFy","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Ignorance","VAS"
"870","Luck","Gerald","q_turk_R_2alxWoxDbXPVxFy","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Knowledge","VAS"
"871","Ability","Gerald","q_turk_R_2alZX9e4tBVIHyk","adaccbbc254a881db6c19b3224887bcc","Yes",28,"female",15,"Knowledge","VAS"
"872","Luck","Emma","q_turk_R_2alZX9e4tBVIHyk","adaccbbc254a881db6c19b3224887bcc","Yes",28,"female",15,"Gettier","VAS"
"873","Luck","Darrel","q_turk_R_2alZX9e4tBVIHyk","adaccbbc254a881db6c19b3224887bcc","Yes",28,"female",15,"Ignorance","VAS"
"874","Luck","Emma","q_turk_R_2atuJnqRCqzqSno","adaccbbc254a881db6c19b3224887bcc","Yes",46,"female",14,"Knowledge","VAS"
"875","Ability","Darrel","q_turk_R_2atuJnqRCqzqSno","adaccbbc254a881db6c19b3224887bcc","Yes",46,"female",14,"Gettier","VAS"
"876","Luck","Gerald","q_turk_R_2atuJnqRCqzqSno","adaccbbc254a881db6c19b3224887bcc","Yes",46,"female",14,"Ignorance","VAS"
"877","Ability","Emma","q_turk_R_2awUhM0mF6MRDA3","adaccbbc254a881db6c19b3224887bcc","Yes",25,"female",15,"Knowledge","VAS"
"879","Luck","Gerald","q_turk_R_2awUhM0mF6MRDA3","adaccbbc254a881db6c19b3224887bcc","Yes",25,"female",15,"Ignorance","VAS"
"880","Ability","Darrel","q_turk_R_2aXdLcVYiAb1ksR","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",15,"Gettier","VAS"
"882","Luck","Emma","q_turk_R_2aXdLcVYiAb1ksR","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",15,"Ignorance","VAS"
"883","Ability","Darrel","q_turk_R_2B8M6PUiCwSHPJu","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",14,"Knowledge","VAS"
"884","Luck","Emma","q_turk_R_2B8M6PUiCwSHPJu","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",14,"Ignorance","VAS"
"885","Luck","Gerald","q_turk_R_2B8M6PUiCwSHPJu","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",14,"Gettier","VAS"
"886","Luck","Emma","q_turk_R_2BaPOZU71CQVO7I","adaccbbc254a881db6c19b3224887bcc","Yes",32,"female",15,"Ignorance","VAS"
"888","Luck","Gerald","q_turk_R_2BaPOZU71CQVO7I","adaccbbc254a881db6c19b3224887bcc","Yes",32,"female",15,"Knowledge","VAS"
"889","Ability","Darrel","q_turk_R_2Bb5RA2hihxfnym","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",17,"Knowledge","VAS"
"890","Luck","Emma","q_turk_R_2Bb5RA2hihxfnym","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",17,"Gettier","VAS"
"891","Luck","Gerald","q_turk_R_2Bb5RA2hihxfnym","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",17,"Ignorance","VAS"
"892","Luck","Darrel","q_turk_R_2bIWjA2hPMWmjh0","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",15,"Gettier","VAS"
"893","Luck","Gerald","q_turk_R_2bIWjA2hPMWmjh0","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",15,"Knowledge","VAS"
"895","Luck","Gerald","q_turk_R_2bTAj1QrMFbAb5v","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",14,"Ignorance","VAS"
"896","Luck","Emma","q_turk_R_2bTAj1QrMFbAb5v","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",14,"Gettier","VAS"
"897","Ability","Darrel","q_turk_R_2bTAj1QrMFbAb5v","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",14,"Knowledge","VAS"
"898","Luck","Emma","q_turk_R_2bUYT3iURE2uAVT","adaccbbc254a881db6c19b3224887bcc","Yes",56,"female",15,"Gettier","VAS"
"899","Ability","Gerald","q_turk_R_2bUYT3iURE2uAVT","adaccbbc254a881db6c19b3224887bcc","Yes",56,"female",15,"Knowledge","VAS"
"900","Ability","Darrel","q_turk_R_2bUYT3iURE2uAVT","adaccbbc254a881db6c19b3224887bcc","Yes",56,"female",15,"Ignorance","VAS"
"901","Luck","Emma","q_turk_R_2Cvvrcb5a0SmSKE","adaccbbc254a881db6c19b3224887bcc","Yes",29,"male",12,"Gettier","VAS"
"902","Luck","Darrel","q_turk_R_2Cvvrcb5a0SmSKE","adaccbbc254a881db6c19b3224887bcc","Yes",29,"male",12,"Ignorance","VAS"
"903","Ability","Gerald","q_turk_R_2Cvvrcb5a0SmSKE","adaccbbc254a881db6c19b3224887bcc","Yes",29,"male",12,"Knowledge","VAS"
"907","Luck","Emma","q_turk_R_2D5o7teSlDgK6rg","adaccbbc254a881db6c19b3224887bcc","Yes",31,"female",12,"Gettier","VAS"
"908","Ability","Gerald","q_turk_R_2D5o7teSlDgK6rg","adaccbbc254a881db6c19b3224887bcc","Yes",31,"female",12,"Ignorance","VAS"
"909","Ability","Darrel","q_turk_R_2D5o7teSlDgK6rg","adaccbbc254a881db6c19b3224887bcc","Yes",31,"female",12,"Knowledge","VAS"
"910","Ability","Gerald","q_turk_R_2D8qQYXJfsh0gIk","adaccbbc254a881db6c19b3224887bcc","Yes",76,"male",14,"Ignorance","VAS"
"911","Ability","Darrel","q_turk_R_2D8qQYXJfsh0gIk","adaccbbc254a881db6c19b3224887bcc","Yes",76,"male",14,"Knowledge","VAS"
"912","Luck","Emma","q_turk_R_2D8qQYXJfsh0gIk","adaccbbc254a881db6c19b3224887bcc","Yes",76,"male",14,"Gettier","VAS"
"915","Ability","Darrel","q_turk_R_2dAQRmckvle8iyk","adaccbbc254a881db6c19b3224887bcc","Yes",35,"male",17,"Knowledge","VAS"
"916","Ability","Darrel","q_turk_R_2dfNxHYCd5061ZT","adaccbbc254a881db6c19b3224887bcc","Yes",29,"female",15,"Ignorance","VAS"
"917","Luck","Emma","q_turk_R_2dfNxHYCd5061ZT","adaccbbc254a881db6c19b3224887bcc","Yes",29,"female",15,"Knowledge","VAS"
"918","Luck","Gerald","q_turk_R_2dfNxHYCd5061ZT","adaccbbc254a881db6c19b3224887bcc","Yes",29,"female",15,"Gettier","VAS"
"919","Ability","Gerald","q_turk_R_2dGDbTE65lIOXkL","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",14,"Ignorance","VAS"
"920","Luck","Emma","q_turk_R_2dGDbTE65lIOXkL","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",14,"Gettier","VAS"
"921","Ability","Darrel","q_turk_R_2dGDbTE65lIOXkL","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",14,"Knowledge","VAS"
"925","Luck","Gerald","q_turk_R_2EEOaZKjVvRvh19","adaccbbc254a881db6c19b3224887bcc","Yes",51,"female",14,"Gettier","VAS"
"926","Ability","Emma","q_turk_R_2EEOaZKjVvRvh19","adaccbbc254a881db6c19b3224887bcc","Yes",51,"female",14,"Ignorance","VAS"
"927","Luck","Darrel","q_turk_R_2EEOaZKjVvRvh19","adaccbbc254a881db6c19b3224887bcc","Yes",51,"female",14,"Knowledge","VAS"
"928","Ability","Darrel","q_turk_R_2EFx087pZWhJFov","adaccbbc254a881db6c19b3224887bcc","Yes",50,"female",15,"Knowledge","VAS"
"929","Ability","Gerald","q_turk_R_2EFx087pZWhJFov","adaccbbc254a881db6c19b3224887bcc","Yes",50,"female",15,"Ignorance","VAS"
"930","Luck","Emma","q_turk_R_2EFx087pZWhJFov","adaccbbc254a881db6c19b3224887bcc","Yes",50,"female",15,"Gettier","VAS"
"931","Ability","Darrel","q_turk_R_2ePhdSizEXBuHKg","adaccbbc254a881db6c19b3224887bcc","Yes",56,"female",14,"Ignorance","VAS"
"932","Luck","Gerald","q_turk_R_2ePhdSizEXBuHKg","adaccbbc254a881db6c19b3224887bcc","Yes",56,"female",14,"Gettier","VAS"
"933","Luck","Emma","q_turk_R_2ePhdSizEXBuHKg","adaccbbc254a881db6c19b3224887bcc","Yes",56,"female",14,"Knowledge","VAS"
"934","Luck","Gerald","q_turk_R_2eVzNKjm399F8pg","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",15,"Knowledge","VAS"
"936","Luck","Darrel","q_turk_R_2eVzNKjm399F8pg","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",15,"Gettier","VAS"
"937","Luck","Emma","q_turk_R_2f9FjT9570KBKJl","adaccbbc254a881db6c19b3224887bcc","Yes",57,"female",14,"Gettier","VAS"
"938","Ability","Gerald","q_turk_R_2f9FjT9570KBKJl","adaccbbc254a881db6c19b3224887bcc","Yes",57,"female",14,"Knowledge","VAS"
"939","Luck","Darrel","q_turk_R_2f9FjT9570KBKJl","adaccbbc254a881db6c19b3224887bcc","Yes",57,"female",14,"Ignorance","VAS"
"941","Luck","Gerald","q_turk_R_2fvRMApvypIjyPA","adaccbbc254a881db6c19b3224887bcc","Yes",36,"female",17,"Ignorance","VAS"
"942","Luck","Emma","q_turk_R_2fvRMApvypIjyPA","adaccbbc254a881db6c19b3224887bcc","Yes",36,"female",17,"Knowledge","VAS"
"943","Luck","Emma","q_turk_R_2gdrWOBQuP3PhXH","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",15,"Gettier","VAS"
"944","Ability","Darrel","q_turk_R_2gdrWOBQuP3PhXH","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",15,"Ignorance","VAS"
"945","Luck","Gerald","q_turk_R_2gdrWOBQuP3PhXH","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",15,"Knowledge","VAS"
"946","Luck","Emma","q_turk_R_2P1Y9tmAfZji08b","adaccbbc254a881db6c19b3224887bcc","Yes",43,"female",14,"Gettier","VAS"
"947","Ability","Darrel","q_turk_R_2P1Y9tmAfZji08b","adaccbbc254a881db6c19b3224887bcc","Yes",43,"female",14,"Ignorance","VAS"
"948","Ability","Gerald","q_turk_R_2P1Y9tmAfZji08b","adaccbbc254a881db6c19b3224887bcc","Yes",43,"female",14,"Knowledge","VAS"
"956","Luck","Gerald","q_turk_R_2PoEWwgGO0AjXYv","adaccbbc254a881db6c19b3224887bcc","Yes",43,"female",15,"Gettier","VAS"
"958","Luck","Emma","q_turk_R_2PsQ7unVoSiiMlh","adaccbbc254a881db6c19b3224887bcc","Yes",57,"female",15,"Gettier","VAS"
"959","Ability","Darrel","q_turk_R_2PsQ7unVoSiiMlh","adaccbbc254a881db6c19b3224887bcc","Yes",57,"female",15,"Knowledge","VAS"
"960","Ability","Gerald","q_turk_R_2PsQ7unVoSiiMlh","adaccbbc254a881db6c19b3224887bcc","Yes",57,"female",15,"Ignorance","VAS"
"962","Luck","Gerald","q_turk_R_2PvAWcsvlejBRza","adaccbbc254a881db6c19b3224887bcc","Yes",46,"female",15,"Knowledge","VAS"
"963","Ability","Darrel","q_turk_R_2PvAWcsvlejBRza","adaccbbc254a881db6c19b3224887bcc","Yes",46,"female",15,"Gettier","VAS"
"964","Ability","Darrel","q_turk_R_2pVNhqB9GbLJHjs","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Knowledge","VAS"
"965","Luck","Emma","q_turk_R_2pVNhqB9GbLJHjs","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Gettier","VAS"
"966","Ability","Gerald","q_turk_R_2pVNhqB9GbLJHjs","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Ignorance","VAS"
"967","Ability","Gerald","q_turk_R_2qDb6EkUODrKvvv","adaccbbc254a881db6c19b3224887bcc","Yes",30,"female",15,"Ignorance","VAS"
"968","Luck","Emma","q_turk_R_2qDb6EkUODrKvvv","adaccbbc254a881db6c19b3224887bcc","Yes",30,"female",15,"Gettier","VAS"
"969","Ability","Darrel","q_turk_R_2qDb6EkUODrKvvv","adaccbbc254a881db6c19b3224887bcc","Yes",30,"female",15,"Knowledge","VAS"
"970","Luck","Darrel","q_turk_R_2qe2yNHC7rLZvFi","adaccbbc254a881db6c19b3224887bcc","Yes",36,"female",17,"Ignorance","VAS"
"971","Luck","Emma","q_turk_R_2qe2yNHC7rLZvFi","adaccbbc254a881db6c19b3224887bcc","Yes",36,"female",17,"Gettier","VAS"
