"","know_vas_combined","vignette","id","person_code","comp","age","gender2","education","cond","vignette_order","cond_order"
"664","Knows","Emma","q_turk_R_1Ld3qz2KR68xeVE","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",15,"Knowledge","DEG","GKI"
"665","Believes","Gerald","q_turk_R_1Ld3qz2KR68xeVE","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",15,"Ignorance","DEG","GKI"
"666","Knows","Darrel","q_turk_R_1Ld3qz2KR68xeVE","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",15,"Gettier","DEG","GKI"
"667","Believes","Gerald","q_turk_R_1LdLqRFEVCmnDvq","adaccbbc254a881db6c19b3224887bcc","Yes",38,"male",17,"Ignorance","EDG","GKI"
"668","Knows","Darrel","q_turk_R_1LdLqRFEVCmnDvq","adaccbbc254a881db6c19b3224887bcc","Yes",38,"male",17,"Knowledge","EDG","GKI"
"669","Believes","Emma","q_turk_R_1LdLqRFEVCmnDvq","adaccbbc254a881db6c19b3224887bcc","Yes",38,"male",17,"Gettier","EDG","GKI"
"670","Believes","Gerald","q_turk_R_1LFmlYxhe8Wezue","adaccbbc254a881db6c19b3224887bcc","Yes",30,"female",15,"Ignorance","EGD","GIK"
"671","Knows","Darrel","q_turk_R_1LFmlYxhe8Wezue","adaccbbc254a881db6c19b3224887bcc","Yes",30,"female",15,"Knowledge","EGD","GIK"
"672","Believes","Emma","q_turk_R_1LFmlYxhe8Wezue","adaccbbc254a881db6c19b3224887bcc","Yes",30,"female",15,"Gettier","EGD","GIK"
"673","Believes","Emma","q_turk_R_1LhPgyG4d657VYi","adaccbbc254a881db6c19b3224887bcc","Yes",37,"male",15,"Ignorance","GDE","KGI"
"674","Believes","Gerald","q_turk_R_1LhPgyG4d657VYi","adaccbbc254a881db6c19b3224887bcc","Yes",37,"male",15,"Knowledge","GDE","KGI"
"675","Believes","Darrel","q_turk_R_1LhPgyG4d657VYi","adaccbbc254a881db6c19b3224887bcc","Yes",37,"male",15,"Gettier","GDE","KGI"
"676","Believes","Emma","q_turk_R_1lhtLBLBn2qLqTb","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",14,"Ignorance","GDE","GKI"
"677","Knows","Darrel","q_turk_R_1lhtLBLBn2qLqTb","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",14,"Knowledge","GDE","GKI"
"678","Believes","Gerald","q_turk_R_1lhtLBLBn2qLqTb","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",14,"Gettier","GDE","GKI"
"682","Believes","Emma","q_turk_R_1loi0pUpW1qxsTm","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Knowledge","GED","IKG"
"683","Believes","Darrel","q_turk_R_1loi0pUpW1qxsTm","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Gettier","GED","IKG"
"684","Believes","Gerald","q_turk_R_1loi0pUpW1qxsTm","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Ignorance","GED","IKG"
"685","Knows","Emma","q_turk_R_1LOuwc7jG9OKsMr","adaccbbc254a881db6c19b3224887bcc","Yes",35,"male",17,"Knowledge","EDG","KGI"
"686","Knows","Darrel","q_turk_R_1LOuwc7jG9OKsMr","adaccbbc254a881db6c19b3224887bcc","Yes",35,"male",17,"Gettier","EDG","KGI"
"687","Knows","Gerald","q_turk_R_1LOuwc7jG9OKsMr","adaccbbc254a881db6c19b3224887bcc","Yes",35,"male",17,"Ignorance","EDG","KGI"
"688","Believes","Gerald","q_turk_R_1mFbroWJTTA5lPW","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Knowledge","GED","KIG"
"689","Believes","Emma","q_turk_R_1mFbroWJTTA5lPW","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Ignorance","GED","KIG"
"690","Believes","Darrel","q_turk_R_1mFbroWJTTA5lPW","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Gettier","GED","KIG"
"694","Believes","Gerald","q_turk_R_1ML0uznt5LuJZxD","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Ignorance","DGE","GIK"
"695","Believes","Emma","q_turk_R_1ML0uznt5LuJZxD","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Knowledge","DGE","GIK"
"696","Knows","Darrel","q_turk_R_1ML0uznt5LuJZxD","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Gettier","DGE","GIK"
"700","Believes","Gerald","q_turk_R_1myeQpsKntC8cTH","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Ignorance","GED","IGK"
"701","Knows","Darrel","q_turk_R_1myeQpsKntC8cTH","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Knowledge","GED","IGK"
"702","Believes","Emma","q_turk_R_1myeQpsKntC8cTH","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Gettier","GED","IGK"
"703","Believes","Emma","q_turk_R_1NtqVfxWGpDtxw3","adaccbbc254a881db6c19b3224887bcc","Yes",24,"male",12,"Ignorance","GED","GIK"
"704","Knows","Darrel","q_turk_R_1NtqVfxWGpDtxw3","adaccbbc254a881db6c19b3224887bcc","Yes",24,"male",12,"Knowledge","GED","GIK"
"705","Knows","Gerald","q_turk_R_1NtqVfxWGpDtxw3","adaccbbc254a881db6c19b3224887bcc","Yes",24,"male",12,"Gettier","GED","GIK"
"712","Knows","Darrel","q_turk_R_1obSJd8LMmMEl8o","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Gettier","EGD","KIG"
"713","Believes","Gerald","q_turk_R_1obSJd8LMmMEl8o","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Ignorance","EGD","KIG"
"714","Believes","Emma","q_turk_R_1obSJd8LMmMEl8o","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Knowledge","EGD","KIG"
"715","Knows","Emma","q_turk_R_1OCuCeL2vV5p1nT","adaccbbc254a881db6c19b3224887bcc","Yes",57,"female",15,"Knowledge","GED","IKG"
"716","Knows","Darrel","q_turk_R_1OCuCeL2vV5p1nT","adaccbbc254a881db6c19b3224887bcc","Yes",57,"female",15,"Gettier","GED","IKG"
"717","Knows","Gerald","q_turk_R_1OCuCeL2vV5p1nT","adaccbbc254a881db6c19b3224887bcc","Yes",57,"female",15,"Ignorance","GED","IKG"
"718","Knows","Darrel","q_turk_R_1odxfD8fdoSmw7h","adaccbbc254a881db6c19b3224887bcc","Yes",46,"male",14,"Knowledge","EGD","IGK"
"719","Believes","Gerald","q_turk_R_1odxfD8fdoSmw7h","adaccbbc254a881db6c19b3224887bcc","Yes",46,"male",14,"Gettier","EGD","IGK"
"720","Believes","Emma","q_turk_R_1odxfD8fdoSmw7h","adaccbbc254a881db6c19b3224887bcc","Yes",46,"male",14,"Ignorance","EGD","IGK"
"724","Knows","Darrel","q_turk_R_1ohadfS6uhw4JtA","adaccbbc254a881db6c19b3224887bcc","Yes",30,"male",15,"Ignorance","DGE","IKG"
"725","Knows","Gerald","q_turk_R_1ohadfS6uhw4JtA","adaccbbc254a881db6c19b3224887bcc","Yes",30,"male",15,"Knowledge","DGE","IKG"
"726","Believes","Emma","q_turk_R_1ohadfS6uhw4JtA","adaccbbc254a881db6c19b3224887bcc","Yes",30,"male",15,"Gettier","DGE","IKG"
"730","Believes","Emma","q_turk_R_1OkPYX6saNKeDiB","adaccbbc254a881db6c19b3224887bcc","Yes",33,"female",14,"Ignorance","EGD","IGK"
"731","Knows","Darrel","q_turk_R_1OkPYX6saNKeDiB","adaccbbc254a881db6c19b3224887bcc","Yes",33,"female",14,"Knowledge","EGD","IGK"
"732","Believes","Gerald","q_turk_R_1OkPYX6saNKeDiB","adaccbbc254a881db6c19b3224887bcc","Yes",33,"female",14,"Gettier","EGD","IGK"
"733","Believes","Gerald","q_turk_R_1OOb5HfmPrHZ6Ol","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",18,"Gettier","GED","GKI"
"734","Believes","Darrel","q_turk_R_1OOb5HfmPrHZ6Ol","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",18,"Ignorance","GED","GKI"
"735","Believes","Emma","q_turk_R_1OOb5HfmPrHZ6Ol","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",18,"Knowledge","GED","GKI"
"736","Knows","Gerald","q_turk_R_1OQexJRFsaEugvg","adaccbbc254a881db6c19b3224887bcc","Yes",52,"male",14,"Gettier","GED","GIK"
"737","Knows","Darrel","q_turk_R_1OQexJRFsaEugvg","adaccbbc254a881db6c19b3224887bcc","Yes",52,"male",14,"Knowledge","GED","GIK"
"738","Believes","Emma","q_turk_R_1OQexJRFsaEugvg","adaccbbc254a881db6c19b3224887bcc","Yes",52,"male",14,"Ignorance","GED","GIK"
"742","Knows","Gerald","q_turk_R_1OZBg7HXqjltIaj","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Gettier","GDE","GIK"
"743","Knows","Darrel","q_turk_R_1OZBg7HXqjltIaj","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Ignorance","GDE","GIK"
"744","Believes","Emma","q_turk_R_1OZBg7HXqjltIaj","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Knowledge","GDE","GIK"
"745","Knows","Emma","q_turk_R_1PdvK06huUS4dgl","adaccbbc254a881db6c19b3224887bcc","Yes",27,"male",17,"Knowledge","GDE","IGK"
"746","Knows","Gerald","q_turk_R_1PdvK06huUS4dgl","adaccbbc254a881db6c19b3224887bcc","Yes",27,"male",17,"Ignorance","GDE","IGK"
"747","Believes","Darrel","q_turk_R_1PdvK06huUS4dgl","adaccbbc254a881db6c19b3224887bcc","Yes",27,"male",17,"Gettier","GDE","IGK"
"748","Believes","Gerald","q_turk_R_1pGzcjRR9IZPGuS","adaccbbc254a881db6c19b3224887bcc","Yes",25,"female",14,"Knowledge","EGD","GKI"
"749","Believes","Darrel","q_turk_R_1pGzcjRR9IZPGuS","adaccbbc254a881db6c19b3224887bcc","Yes",25,"female",14,"Ignorance","EGD","GKI"
"750","Believes","Emma","q_turk_R_1pGzcjRR9IZPGuS","adaccbbc254a881db6c19b3224887bcc","Yes",25,"female",14,"Gettier","EGD","GKI"
"754","Knows","Darrel","q_turk_R_1Q4sE9EL2XUmEi5","adaccbbc254a881db6c19b3224887bcc","Yes",43,"male",14,"Gettier","DGE","GIK"
"755","Believes","Emma","q_turk_R_1Q4sE9EL2XUmEi5","adaccbbc254a881db6c19b3224887bcc","Yes",43,"male",14,"Knowledge","DGE","GIK"
"756","Believes","Gerald","q_turk_R_1Q4sE9EL2XUmEi5","adaccbbc254a881db6c19b3224887bcc","Yes",43,"male",14,"Ignorance","DGE","GIK"
"757","Believes","Darrel","q_turk_R_1Q5BaraySaeasX0","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",15,"Gettier","DEG","GIK"
"758","Believes","Gerald","q_turk_R_1Q5BaraySaeasX0","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",15,"Knowledge","DEG","GIK"
"759","Believes","Emma","q_turk_R_1Q5BaraySaeasX0","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",15,"Ignorance","DEG","GIK"
"760","Knows","Darrel","q_turk_R_1QFsau8H4NrTE3O","adaccbbc254a881db6c19b3224887bcc","Yes",31,"male",12,"Ignorance","EGD","GKI"
"761","Knows","Gerald","q_turk_R_1QFsau8H4NrTE3O","adaccbbc254a881db6c19b3224887bcc","Yes",31,"male",12,"Knowledge","EGD","GKI"
"762","Believes","Emma","q_turk_R_1QFsau8H4NrTE3O","adaccbbc254a881db6c19b3224887bcc","Yes",31,"male",12,"Gettier","EGD","GKI"
"763","Believes","Darrel","q_turk_R_1QGfc8aoig3KRc9","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Ignorance","EGD","GKI"
"764","Believes","Emma","q_turk_R_1QGfc8aoig3KRc9","adaccbbc254a881db6c19b3224887bcc","Yes",35,"female",15,"Gettier","EGD","GKI"
"772","Knows","Darrel","q_turk_R_1rc6DoxnmMvgTsa","adaccbbc254a881db6c19b3224887bcc","Yes",49,"female",15,"Gettier","EDG","KGI"
"773","Believes","Gerald","q_turk_R_1rc6DoxnmMvgTsa","adaccbbc254a881db6c19b3224887bcc","Yes",49,"female",15,"Ignorance","EDG","KGI"
"774","Knows","Emma","q_turk_R_1rc6DoxnmMvgTsa","adaccbbc254a881db6c19b3224887bcc","Yes",49,"female",15,"Knowledge","EDG","KGI"
"778","Knows","Darrel","q_turk_R_1rf9jQfyVBI4Exv","adaccbbc254a881db6c19b3224887bcc","Yes",29,"female",15,"Knowledge","EDG","IKG"
"779","Knows","Emma","q_turk_R_1rf9jQfyVBI4Exv","adaccbbc254a881db6c19b3224887bcc","Yes",29,"female",15,"Ignorance","EDG","IKG"
"780","Believes","Gerald","q_turk_R_1rf9jQfyVBI4Exv","adaccbbc254a881db6c19b3224887bcc","Yes",29,"female",15,"Gettier","EDG","IKG"
"784","Believes","Gerald","q_turk_R_1Ump0SdYUn9egRr","adaccbbc254a881db6c19b3224887bcc","Yes",29,"male",15,"Gettier","EDG","IKG"
"785","Knows","Darrel","q_turk_R_1Ump0SdYUn9egRr","adaccbbc254a881db6c19b3224887bcc","Yes",29,"male",15,"Knowledge","EDG","IKG"
"786","Believes","Emma","q_turk_R_1Ump0SdYUn9egRr","adaccbbc254a881db6c19b3224887bcc","Yes",29,"male",15,"Ignorance","EDG","IKG"
"790","Believes","Emma","q_turk_R_20N0cpDYc9Lgo0j","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",17,"Ignorance","EDG","IGK"
"791","Knows","Darrel","q_turk_R_20N0cpDYc9Lgo0j","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",17,"Gettier","EDG","IGK"
"792","Knows","Gerald","q_turk_R_20N0cpDYc9Lgo0j","adaccbbc254a881db6c19b3224887bcc","Yes",44,"female",17,"Knowledge","EDG","IGK"
"793","Knows","Darrel","q_turk_R_20UMVtgRxBfXx8w","adaccbbc254a881db6c19b3224887bcc","Yes",36,"male",15,"Gettier","EGD","KIG"
"794","Believes","Gerald","q_turk_R_20UMVtgRxBfXx8w","adaccbbc254a881db6c19b3224887bcc","Yes",36,"male",15,"Ignorance","EGD","KIG"
"795","Believes","Emma","q_turk_R_20UMVtgRxBfXx8w","adaccbbc254a881db6c19b3224887bcc","Yes",36,"male",15,"Knowledge","EGD","KIG"
"796","Knows","Gerald","q_turk_R_217oA0dQcCiyDAM","adaccbbc254a881db6c19b3224887bcc","Yes",27,"male",12,"Gettier","GED","GIK"
"797","Knows","Darrel","q_turk_R_217oA0dQcCiyDAM","adaccbbc254a881db6c19b3224887bcc","Yes",27,"male",12,"Knowledge","GED","GIK"
"798","Believes","Emma","q_turk_R_217oA0dQcCiyDAM","adaccbbc254a881db6c19b3224887bcc","Yes",27,"male",12,"Ignorance","GED","GIK"
"799","Believes","Gerald","q_turk_R_21jqZFbhfVASkvw","adaccbbc254a881db6c19b3224887bcc","Yes",36,"female",14,"Ignorance","GED","IGK"
"800","Knows","Emma","q_turk_R_21jqZFbhfVASkvw","adaccbbc254a881db6c19b3224887bcc","Yes",36,"female",14,"Gettier","GED","IGK"
"801","Knows","Darrel","q_turk_R_21jqZFbhfVASkvw","adaccbbc254a881db6c19b3224887bcc","Yes",36,"female",14,"Knowledge","GED","IGK"
"802","Believes","Darrel","q_turk_R_21tukWTaoHauG71","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",14,"Gettier","EGD","IKG"
"803","Believes","Emma","q_turk_R_21tukWTaoHauG71","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",14,"Ignorance","EGD","IKG"
"804","Believes","Gerald","q_turk_R_21tukWTaoHauG71","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",14,"Knowledge","EGD","IKG"
"805","Knows","Gerald","q_turk_R_22Df9QxVUQOuOus","adaccbbc254a881db6c19b3224887bcc","Yes",63,"male",15,"Ignorance","GED","IGK"
"806","Knows","Darrel","q_turk_R_22Df9QxVUQOuOus","adaccbbc254a881db6c19b3224887bcc","Yes",63,"male",15,"Knowledge","GED","IGK"
"807","Believes","Emma","q_turk_R_22Df9QxVUQOuOus","adaccbbc254a881db6c19b3224887bcc","Yes",63,"male",15,"Gettier","GED","IGK"
"808","Believes","Gerald","q_turk_R_22JuKMSnoa6i9A1","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",15,"Knowledge","DEG","IGK"
"809","Believes","Emma","q_turk_R_22JuKMSnoa6i9A1","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",15,"Gettier","DEG","IGK"
"810","Believes","Darrel","q_turk_R_22JuKMSnoa6i9A1","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",15,"Ignorance","DEG","IGK"
"811","Knows","Emma","q_turk_R_22QccLe0sHCfkB6","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",14,"Gettier","DEG","IGK"
"812","Knows","Gerald","q_turk_R_22QccLe0sHCfkB6","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",14,"Knowledge","DEG","IGK"
"813","Believes","Darrel","q_turk_R_22QccLe0sHCfkB6","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",14,"Ignorance","DEG","IGK"
"814","Believes","Gerald","q_turk_R_2391iWdeAFlmxDZ","adaccbbc254a881db6c19b3224887bcc","Yes",62,"male",15,"Ignorance","EDG","KGI"
"815","Believes","Emma","q_turk_R_2391iWdeAFlmxDZ","adaccbbc254a881db6c19b3224887bcc","Yes",62,"male",15,"Knowledge","EDG","KGI"
"816","Knows","Darrel","q_turk_R_2391iWdeAFlmxDZ","adaccbbc254a881db6c19b3224887bcc","Yes",62,"male",15,"Gettier","EDG","KGI"
"817","Believes","Emma","q_turk_R_23d7nGXeFa6yu3N","adaccbbc254a881db6c19b3224887bcc","Yes",42,"female",15,"Gettier","GDE","IKG"
"818","Believes","Gerald","q_turk_R_23d7nGXeFa6yu3N","adaccbbc254a881db6c19b3224887bcc","Yes",42,"female",15,"Ignorance","GDE","IKG"
"819","Knows","Darrel","q_turk_R_23d7nGXeFa6yu3N","adaccbbc254a881db6c19b3224887bcc","Yes",42,"female",15,"Knowledge","GDE","IKG"
"820","Believes","Gerald","q_turk_R_24OFNw4JNssya9a","adaccbbc254a881db6c19b3224887bcc","Yes",54,"male",14,"Gettier","GED","GIK"
"821","Believes","Emma","q_turk_R_24OFNw4JNssya9a","adaccbbc254a881db6c19b3224887bcc","Yes",54,"male",14,"Ignorance","GED","GIK"
"822","Knows","Darrel","q_turk_R_24OFNw4JNssya9a","adaccbbc254a881db6c19b3224887bcc","Yes",54,"male",14,"Knowledge","GED","GIK"
"823","Believes","Darrel","q_turk_R_24OQHBsfD0FsoNG","adaccbbc254a881db6c19b3224887bcc","Yes",23,"male",15,"Gettier","EDG","IGK"
"824","Believes","Gerald","q_turk_R_24OQHBsfD0FsoNG","adaccbbc254a881db6c19b3224887bcc","Yes",23,"male",15,"Knowledge","EDG","IGK"
"825","Believes","Emma","q_turk_R_24OQHBsfD0FsoNG","adaccbbc254a881db6c19b3224887bcc","Yes",23,"male",15,"Ignorance","EDG","IGK"
"832","Believes","Emma","q_turk_R_25Rr0dBG8C5lcsd","adaccbbc254a881db6c19b3224887bcc","Yes",52,"female",17,"Knowledge","DEG","IKG"
"833","Believes","Darrel","q_turk_R_25Rr0dBG8C5lcsd","adaccbbc254a881db6c19b3224887bcc","Yes",52,"female",17,"Ignorance","DEG","IKG"
"834","Knows","Gerald","q_turk_R_25Rr0dBG8C5lcsd","adaccbbc254a881db6c19b3224887bcc","Yes",52,"female",17,"Gettier","DEG","IKG"
"835","Believes","Gerald","q_turk_R_25ZsU3ld31zagyT","adaccbbc254a881db6c19b3224887bcc","Yes",34,"female",17,"Ignorance","EGD","GIK"
"836","Believes","Emma","q_turk_R_25ZsU3ld31zagyT","adaccbbc254a881db6c19b3224887bcc","Yes",34,"female",17,"Gettier","EGD","GIK"
"837","Knows","Darrel","q_turk_R_25ZsU3ld31zagyT","adaccbbc254a881db6c19b3224887bcc","Yes",34,"female",17,"Knowledge","EGD","GIK"
"838","Believes","Emma","q_turk_R_25zTkno4xzDKpDK","adaccbbc254a881db6c19b3224887bcc","Yes",38,"male",14,"Ignorance","DGE","GKI"
"839","Knows","Darrel","q_turk_R_25zTkno4xzDKpDK","adaccbbc254a881db6c19b3224887bcc","Yes",38,"male",14,"Gettier","DGE","GKI"
"840","Knows","Gerald","q_turk_R_25zTkno4xzDKpDK","adaccbbc254a881db6c19b3224887bcc","Yes",38,"male",14,"Knowledge","DGE","GKI"
"841","Knows","Gerald","q_turk_R_263zHtnJAwiSymx","adaccbbc254a881db6c19b3224887bcc","Yes",45,"female",14,"Gettier","DEG","IKG"
"842","Believes","Darrel","q_turk_R_263zHtnJAwiSymx","adaccbbc254a881db6c19b3224887bcc","Yes",45,"female",14,"Ignorance","DEG","IKG"
"843","Believes","Emma","q_turk_R_263zHtnJAwiSymx","adaccbbc254a881db6c19b3224887bcc","Yes",45,"female",14,"Knowledge","DEG","IKG"
"844","Believes","Darrel","q_turk_R_277LxCI41OSOcjh","adaccbbc254a881db6c19b3224887bcc","Yes",48,"female",14,"Ignorance","GED","GKI"
"845","Believes","Gerald","q_turk_R_277LxCI41OSOcjh","adaccbbc254a881db6c19b3224887bcc","Yes",48,"female",14,"Gettier","GED","GKI"
"846","Believes","Emma","q_turk_R_277LxCI41OSOcjh","adaccbbc254a881db6c19b3224887bcc","Yes",48,"female",14,"Knowledge","GED","GKI"
"847","Believes","Emma","q_turk_R_277n59QRvTM8Avd","adaccbbc254a881db6c19b3224887bcc","Yes",38,"female",15,"Ignorance","EGD","IGK"
"848","Believes","Gerald","q_turk_R_277n59QRvTM8Avd","adaccbbc254a881db6c19b3224887bcc","Yes",38,"female",15,"Gettier","EGD","IGK"
"849","Knows","Darrel","q_turk_R_277n59QRvTM8Avd","adaccbbc254a881db6c19b3224887bcc","Yes",38,"female",15,"Knowledge","EGD","IGK"
"850","Believes","Emma","q_turk_R_27aq6xZCEMQGxxM","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Gettier","EGD","GIK"
"851","Believes","Gerald","q_turk_R_27aq6xZCEMQGxxM","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Ignorance","EGD","GIK"
"852","Knows","Darrel","q_turk_R_27aq6xZCEMQGxxM","adaccbbc254a881db6c19b3224887bcc","Yes",34,"male",15,"Knowledge","EGD","GIK"
"856","Knows","Darrel","q_turk_R_27ysUbWulkxifu3","adaccbbc254a881db6c19b3224887bcc","Yes",35,"male",15,"Gettier","DGE","GIK"
"857","Knows","Emma","q_turk_R_27ysUbWulkxifu3","adaccbbc254a881db6c19b3224887bcc","Yes",35,"male",15,"Knowledge","DGE","GIK"
"858","Believes","Gerald","q_turk_R_27ysUbWulkxifu3","adaccbbc254a881db6c19b3224887bcc","Yes",35,"male",15,"Ignorance","DGE","GIK"
"865","Knows","Gerald","q_turk_R_2afaaYHRWAVXFmE","adaccbbc254a881db6c19b3224887bcc","Yes",50,"male",14,"Knowledge","EDG","GIK"
"866","Knows","Emma","q_turk_R_2afaaYHRWAVXFmE","adaccbbc254a881db6c19b3224887bcc","Yes",50,"male",14,"Gettier","EDG","GIK"
"867","Believes","Darrel","q_turk_R_2afaaYHRWAVXFmE","adaccbbc254a881db6c19b3224887bcc","Yes",50,"male",14,"Ignorance","EDG","GIK"
"868","Knows","Darrel","q_turk_R_2alxWoxDbXPVxFy","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Gettier","EGD","IKG"
"869","Believes","Emma","q_turk_R_2alxWoxDbXPVxFy","adaccbbc254a881db6c19b3224887bcc","Yes",32,"male",15,"Ignorance","EGD","IKG"
"871","Knows","Gerald","q_turk_R_2alZX9e4tBVIHyk","adaccbbc254a881db6c19b3224887bcc","Yes",28,"female",15,"Knowledge","EGD","GKI"
"872","Believes","Emma","q_turk_R_2alZX9e4tBVIHyk","adaccbbc254a881db6c19b3224887bcc","Yes",28,"female",15,"Gettier","EGD","GKI"
"873","Believes","Darrel","q_turk_R_2alZX9e4tBVIHyk","adaccbbc254a881db6c19b3224887bcc","Yes",28,"female",15,"Ignorance","EGD","GKI"
"874","Believes","Emma","q_turk_R_2atuJnqRCqzqSno","adaccbbc254a881db6c19b3224887bcc","Yes",46,"female",14,"Knowledge","DEG","GKI"
"875","Knows","Darrel","q_turk_R_2atuJnqRCqzqSno","adaccbbc254a881db6c19b3224887bcc","Yes",46,"female",14,"Gettier","DEG","GKI"
"876","Believes","Gerald","q_turk_R_2atuJnqRCqzqSno","adaccbbc254a881db6c19b3224887bcc","Yes",46,"female",14,"Ignorance","DEG","GKI"
"877","Knows","Emma","q_turk_R_2awUhM0mF6MRDA3","adaccbbc254a881db6c19b3224887bcc","Yes",25,"female",15,"Knowledge","EGD","KIG"
"878","Believes","Darrel","q_turk_R_2awUhM0mF6MRDA3","adaccbbc254a881db6c19b3224887bcc","Yes",25,"female",15,"Gettier","EGD","KIG"
"879","Knows","Gerald","q_turk_R_2awUhM0mF6MRDA3","adaccbbc254a881db6c19b3224887bcc","Yes",25,"female",15,"Ignorance","EGD","KIG"
"881","Believes","Gerald","q_turk_R_2aXdLcVYiAb1ksR","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",15,"Knowledge","DEG","GIK"
"882","Believes","Emma","q_turk_R_2aXdLcVYiAb1ksR","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",15,"Ignorance","DEG","GIK"
"883","Knows","Darrel","q_turk_R_2B8M6PUiCwSHPJu","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",14,"Knowledge","EDG","IKG"
"884","Believes","Emma","q_turk_R_2B8M6PUiCwSHPJu","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",14,"Ignorance","EDG","IKG"
"885","Believes","Gerald","q_turk_R_2B8M6PUiCwSHPJu","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",14,"Gettier","EDG","IKG"
"886","Believes","Emma","q_turk_R_2BaPOZU71CQVO7I","adaccbbc254a881db6c19b3224887bcc","Yes",32,"female",15,"Ignorance","EGD","IKG"
"887","Believes","Darrel","q_turk_R_2BaPOZU71CQVO7I","adaccbbc254a881db6c19b3224887bcc","Yes",32,"female",15,"Gettier","EGD","IKG"
"888","Knows","Gerald","q_turk_R_2BaPOZU71CQVO7I","adaccbbc254a881db6c19b3224887bcc","Yes",32,"female",15,"Knowledge","EGD","IKG"
"889","Knows","Darrel","q_turk_R_2Bb5RA2hihxfnym","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",17,"Knowledge","EDG","GKI"
"890","Believes","Emma","q_turk_R_2Bb5RA2hihxfnym","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",17,"Gettier","EDG","GKI"
"891","Believes","Gerald","q_turk_R_2Bb5RA2hihxfnym","adaccbbc254a881db6c19b3224887bcc","Yes",28,"male",17,"Ignorance","EDG","GKI"
"892","Knows","Darrel","q_turk_R_2bIWjA2hPMWmjh0","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",15,"Gettier","EGD","IKG"
"893","Believes","Gerald","q_turk_R_2bIWjA2hPMWmjh0","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",15,"Knowledge","EGD","IKG"
"894","Believes","Emma","q_turk_R_2bIWjA2hPMWmjh0","adaccbbc254a881db6c19b3224887bcc","Yes",33,"male",15,"Ignorance","EGD","IKG"
"895","Knows","Gerald","q_turk_R_2bTAj1QrMFbAb5v","adaccbbc254a881db6c19b3224887bcc","Yes",25,"male",14,"Ignorance","GDE","IKG"
